repo,api_type,response_time_ms,response_size_bytes,num_requests,status,error_message
trekhleb/javascript-algorithms,REST,6484.0224999934435,1456935,5,success,
getify/You-Dont-Know-JS,GraphQL,1319.164799991995,9551,1,success,
tensorflow/tensorflow,REST,6298.357799882069,1440126,5,success,
lodash/lodash,REST,6733.692600042559,1077084,5,success,
d3/d3,REST,5508.360999985598,560341,5,success,
pytorch/pytorch,REST,6817.303399904631,1627987,5,success,
github/gitignore,GraphQL,2836.0965000465512,20859,1,success,
huggingface/transformers,GraphQL,2473.712300066836,35908,1,success,
trekhleb/javascript-algorithms,REST,6471.473599784076,1456935,5,success,
vercel/next.js,REST,6617.53710010089,1567804,5,success,
microsoft/PowerToys,REST,7548.722399980761,1967328,5,success,
lodash/lodash,REST,6498.343999730423,1077084,5,success,
axios/axios,REST,6432.3452999815345,1479972,5,success,
rust-lang/rust,REST,6185.5317997979,1789109,5,success,
django/django,GraphQL,2128.194299992174,23995,1,success,
jwasham/coding-interview-university,GraphQL,1704.4693999923766,22290,1,success,
tensorflow/tensorflow,GraphQL,2023.844499955885,37868,1,success,
laravel/laravel,GraphQL,1417.785600060597,10217,1,success,
openai/gpt-3,GraphQL,1077.5093999691308,2300,1,success,
facebook/jest,REST,7495.268199825659,930395,5,success,
flutter/flutter,REST,6431.922399904579,1837057,5,success,
huggingface/transformers,GraphQL,1900.8743999293074,35908,1,success,
laravel/laravel,REST,5242.974600056186,264152,5,success,
neovim/neovim,GraphQL,2233.808899996802,34702,1,success,
facebook/jest,GraphQL,1591.5887000737712,30545,1,success,
vercel/next.js,GraphQL,2403.040000004694,37536,1,success,
flutter/flutter,GraphQL,2709.528399980627,40937,1,success,
reduxjs/redux,GraphQL,1354.552699951455,18639,1,success,
angular/angular,GraphQL,2221.4178999420255,39058,1,success,
kamranahmedse/developer-roadmap,REST,6024.174599908292,1228483,5,success,
torvalds/linux,REST,5206.57430018764,241405,5,success,
donnemartin/system-design-primer,GraphQL,2611.338600050658,34331,1,success,
github/copilot-docs,REST,6668.607500032522,417328,5,success,
neovim/neovim,GraphQL,1913.244599942118,34702,1,success,
kamranahmedse/developer-roadmap,REST,6244.67640009243,1228483,5,success,
jwasham/coding-interview-university,REST,5694.354299805127,761949,5,success,
microsoft/PowerToys,GraphQL,2200.7482999470085,37962,1,success,
trekhleb/javascript-algorithms,GraphQL,2186.183499987237,34481,1,success,
d3/d3,REST,5546.223900048062,560341,5,success,
facebook/react-native,REST,6695.945600047708,1654053,5,success,
NVIDIA/DeepLearningExamples,REST,6727.546399924904,1633363,5,success,
prettier/prettier,GraphQL,2543.6191000044346,35519,1,success,
golang/go,REST,6706.932400004007,1554899,5,success,
huggingface/transformers,GraphQL,1851.5514999162406,35908,1,success,
facebook/jest,GraphQL,2086.3778999773785,30545,1,success,
laravel/laravel,REST,5575.046599959023,264152,5,success,
MarlinFirmware/Marlin,GraphQL,1996.2477999506518,36506,1,success,
mrdoob/three.js,GraphQL,1977.5176999391988,34898,1,success,
kubernetes/kubernetes,REST,6807.75989999529,2248784,5,success,
jwasham/coding-interview-university,REST,5853.0828999355435,761949,5,success,
ant-design/ant-design,REST,6953.70539999567,1705865,5,success,
laravel/laravel,GraphQL,1595.7487999694422,10217,1,success,
angular/angular,REST,6915.158300078474,1721098,5,success,
d3/d3,GraphQL,1669.3473000777885,13936,1,success,
kamranahmedse/developer-roadmap,GraphQL,2034.0364000294358,32143,1,success,
pallets/flask,REST,6535.1635998813435,499322,5,success,
django/django,REST,7087.0030000805855,1426382,5,success,
twbs/bootstrap,GraphQL,1965.487000066787,36293,1,success,
airbnb/javascript,REST,6808.098000125028,1376586,5,success,
mrdoob/three.js,GraphQL,2003.136400016956,34898,1,success,
pytorch/pytorch,GraphQL,3350.554100004956,40852,1,success,
microsoft/PowerToys,REST,7569.905600044876,1967328,5,success,
airbnb/javascript,GraphQL,2169.735400006175,36779,1,success,
getify/You-Dont-Know-JS,GraphQL,1327.643199940212,9551,1,success,
microsoft/PowerToys,REST,7934.0295002330095,1967328,5,success,
openai/gpt-3,REST,5089.373900089413,42841,5,success,
freeCodeCamp/freeCodeCamp,GraphQL,2062.24260001909,39053,1,success,
ant-design/ant-design,GraphQL,2162.201299914159,35690,1,success,
angular/angular,REST,6625.123900012113,1721098,5,success,
ant-design/ant-design,GraphQL,1979.2962999781594,35690,1,success,
github/gitignore,GraphQL,2400.97300009802,20859,1,success,
kamranahmedse/developer-roadmap,REST,5867.893699905835,1228483,5,success,
kamranahmedse/developer-roadmap,GraphQL,1779.9006999703124,32143,1,success,
ohmyzsh/ohmyzsh,REST,6894.617900019512,1638153,5,success,
ant-design/ant-design,GraphQL,2206.6923999227583,35690,1,success,
vuejs/vue,REST,6338.609299855307,1445498,5,success,
kubernetes/kubernetes,REST,6982.446599868126,2248784,5,success,
github/gitignore,GraphQL,1993.9690000610426,20859,1,success,
denoland/deno,GraphQL,2046.4423999655992,34245,1,success,
vuejs/vue,REST,6147.501899860799,1445498,5,success,
angular/angular,REST,6373.814899940044,1721098,5,success,
public-apis/public-apis,GraphQL,2092.9474000586197,25016,1,success,
denoland/deno,REST,6817.223199876025,1422969,5,success,
d3/d3,GraphQL,1458.9993000263348,13936,1,success,
pallets/flask,REST,5818.21709999349,499322,5,success,
freeCodeCamp/freeCodeCamp,REST,6418.761600041762,1742525,5,success,
996icu/996.ICU,GraphQL,1224.2095000110567,9342,1,success,
reduxjs/redux,REST,5454.1773000964895,563277,5,success,
lodash/lodash,GraphQL,1966.0083000781015,29265,1,success,
microsoft/PowerToys,GraphQL,2499.4871999369934,37962,1,success,
vercel/next.js,GraphQL,2114.9498999584466,37536,1,success,
reduxjs/redux,REST,5631.391600007191,563277,5,success,
